<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 1981010100 to 1981123123</B><hr><pre>Selected parameters:
 1 Day
 2 Hour
 3 Minute
 4 ID for IMF spacecraft
 5 ID for SW Plasma spacecraft
 6 # of points in IMF averages 
 7 # of points in Plasma averages
 8 Percent of Interpolation
 9 Timeshift
10 RMS, Timeshift
11 RMS Min_var
12 Time btwn observations,sec
13 Field magnitude average, nT
14 BX, nT (GSE, GSM)
15 BY, nT (GSE)
16 BZ, nT (GSE)
17 BY, nT (GSM)
18 BZ, nT (GSM)
19 RMS SD B scalar, nT
20 RMS SD field vector, nT
21 Speed, km/s
22 Vx Velocity,km/s
23 Vy Velocity, km/s
24 Vz Velocity, km/s
25 Proton Density, n/cc
26 Proton Temperature, K
27 Flow pressure, nPa
28 Electric field, mV/m 
29 Plasma beta
30 Alfven mach number
31 S/C, Xgse,Re
32 S/C, Ygse,Re
33 S/c, Zgse,Re
34 BSN location, Xgse,Re
35 BSN location, Ygse,Re
36 BSN location, Zgse,Re
37 AE-index, nT

YYYY DOY HR MN  1   2  3  4  5  6   7   8      9     10    11     12      13      14      15      16      17      18      19      20      21      22      23      24     25       26    27     28     29    30      31      32      33      34      35      36    37 
1981  37 11 32  37 11 32 50 50   5   1 100   -128      0  0.00     59   14.25    3.66  -10.82    8.50  -11.70    7.24    0.07    0.44   506.7  -506.7     0.9     2.7   5.94  314714.  3.05  -3.67   0.54   4.3   11.26  -35.60  -14.74   12.90   -0.75   -0.06   211
1981  37 11 33  37 11 33 50 50   5   2 100   -128      0  0.00     60   14.28    3.29  -11.16    8.26  -12.01    6.96    0.05    0.40   511.7  -511.5   -10.4    -4.2   5.89  353904.  3.08  -3.56   0.58   4.3   11.27  -35.60  -14.75   12.89   -0.54    0.08   221
1981  37 11 34  37 11 34 50 50   5   2 100   -128      0  0.00     60   14.40    3.16  -10.95    8.74  -11.86    7.46    0.06    0.55   515.6  -515.4    -4.2    11.2   5.47  288061.  2.91  -3.85   0.46   4.2   11.28  -35.60  -14.75   13.00   -0.58   -0.17   222
1981  37 11 35  37 11 35 50 50   5   2 100   -131      0  0.00     62   14.40    3.25  -10.99    8.65  -11.89    7.36    0.06    0.67   514.7  -514.5   -10.0    11.2   5.17  237749.  2.74  -3.79   0.38   4.1   11.29  -35.59  -14.76   13.15   -0.57   -0.31   207
1981  37 11 36  37 11 36 50 50   5   2 100   -134      0  0.00     62   14.40    3.13  -11.37    8.16  -12.21    6.83    0.02    1.12   507.0  -506.9    -8.9     8.1   5.15  290183.  2.65  -3.46   0.43   4.0   11.30  -35.59  -14.76   13.26   -0.53   -0.24   203
1981  37 11 37  37 11 37 50 50   5   2 100   -134      0  0.00     60   14.34    4.10   -9.67    9.73  -10.70    8.58    0.07    0.59   505.8  -505.2    -8.8    22.1   5.63  263076.  2.88  -4.34   0.45   4.2   11.30  -35.58  -14.77   13.12   -0.55   -0.46   196
1981  37 11 38  37 11 38 50 50   5   2 100   -133      0  0.00     59   14.28    5.01   -9.10    9.79  -10.15    8.70    0.11    0.29   498.5  -498.3    12.2    -6.0   6.02  217757.  2.99  -4.34   0.43   4.3   11.31  -35.58  -14.77   12.92   -0.92   -0.05   194
1981  37 11 39  37 11 39 50 50   4   1 100   -131      1  0.00     58   14.17    4.47   -9.59    9.42  -10.59    8.28    0.04    0.27   498.5  -498.3    12.2    -6.1   6.02  217659.  2.99  -4.13   0.43   4.3   11.31  -35.58  -14.77   12.84   -0.88    0.12   200
1981  37 11 41  37 11 41 50 50   5   1 100   -125      0  0.00     56   14.59    1.47  -11.36    8.48  -12.25    7.14    0.02    2.24   542.1  -541.8   -18.9     0.0   5.47  309449.  3.21  -3.87   0.47   4.3   11.34  -35.57  -14.78   12.80   -0.38    0.02   199
1981  37 11 42  37 11 42 50 50   5   1 100   -124      0  0.00     59   14.61    3.90  -11.18    7.31  -11.94    5.99    0.03    3.96   542.1  -541.8   -18.9     0.0   5.47  309449.  3.21  -3.25   0.47   4.3   11.34  -35.57  -14.78   12.71   -0.36   -0.06   203
1981  37 12 56  37 12 56 50 50   4   2 100    -66      3  0.00 999999   11.34    3.10   -6.66   -8.34   -5.44   -9.18    0.25    1.89   548.7  -545.6    22.8   -53.7  32.66  354909. 19.67   5.04   5.11  13.8   11.95  -35.27  -15.10    8.20   -0.83    0.79   381
1981  37 12 57  37 12 57 50 50   5   1 100    -75      0  0.00     69   11.59    4.75   -5.19   -9.18   -3.87   -9.81    0.07    0.36   523.7  -520.6    20.9   -52.9  22.57  179541. 12.38   5.14   2.15  10.7   11.96  -35.27  -15.10    8.68   -0.91    0.91   386
1981  37 12 58  37 12 58 50 50   4   1 100    -75      0  0.00     60   12.56    4.53   -3.50  -11.07   -1.93  -11.45    0.45    1.46   527.7  -523.5    32.9   -57.9  14.73  105945.  8.20   6.04   0.91   8.1   11.98  -35.26  -15.11    8.71   -1.00    0.95   363
1981  37 12 59  37 12 59 50 50   4   1 100    -77      0  0.00     61   14.05    4.90   -0.92  -13.09    0.92  -13.09    0.85    1.31   527.7  -523.5    32.9   -57.9  14.73  105945.  8.20   6.91   0.73   7.2   11.98  -35.26  -15.11    8.81   -1.10    0.70   390
1981  37 13  0  37 13  0 50 50   6   1 100    -78      1  0.00     60   15.65    5.09   -0.27  -14.79    1.80  -14.68    0.09    0.39   530.9  -529.0    44.4     7.4   9.57   88584.  5.39   7.79   0.35   5.2   12.00  -35.25  -15.12    8.99   -1.22    0.14   446
1981  37 13  1  37 13  1 50 50   4   1 100    -78      1  0.00     60   15.20    5.70   -0.13  -14.08    1.85  -13.96    0.12    0.37   530.9  -529.0    44.4     7.4   9.57   88584.  5.39   7.41   0.37   5.4   12.00  -35.25  -15.12    9.00   -1.28   -0.17   476
1981  37 13  4  37 13  4 50 50   5   1 100    -70      0  0.00     57   13.84    3.59    0.83  -13.29    2.71  -13.04    0.36    0.86   527.7  -524.3    53.3    27.6  21.25   90616. 11.83   6.88   1.01   8.8   12.03  -35.24  -15.14    8.16   -1.28   -0.39   358
1981  37 13  5  37 13  5 50 50   4   1 100    -69      0  0.00     59   13.20    3.97    0.05  -12.56    1.84  -12.42    0.16    0.33   527.7  -524.3    53.3    27.6  21.25   90616. 11.83   6.55   1.11   9.2   12.03  -35.24  -15.14    8.09   -1.27   -0.37   375
1981  37 13  6  37 13  6 50 50   7   1  57    -98     27  0.06     89   12.78    3.87    0.23  -12.16    1.97  -12.00    0.17    0.56   532.0  -529.3    51.9    13.0  24.08   85575. 13.63   6.38   1.31  10.2   12.05  -35.23  -15.14    8.04   -1.25   -0.20   382
1981  37 13  9  37 13  9 50 50   4   1 100    -75      4  0.01     40   14.14    3.73   -0.26  -13.61    1.71  -13.50    0.09    0.13   538.4  -535.9    51.6    -3.8  18.38   73064. 10.66   7.27   0.77   8.2   12.07  -35.21  -15.16    8.17   -1.24    0.04   420
1981  37 13 10  37 13 10 50 50   3   1 100    -56      5  0.02     41   14.60    3.98   -0.07  -14.03    1.96  -13.89    0.11    0.31   538.4  -535.9    51.6    -3.8  18.38   73064. 10.66   7.48   0.72   7.9   12.07  -35.21  -15.16    8.18   -1.27    0.02   388
1981  37 13 12  37 13 12 50 50   4   1 100    -18      4  0.01     41   14.78    3.99    0.50  -14.21    2.57  -13.99    0.07    0.17   542.5  -539.1    60.5     6.6  16.60   75875.  9.77   7.59   0.65   7.5   12.09  -35.21  -15.16    8.23   -1.37   -0.09   226
1981  37 13 13  37 13 13 50 50   3   1 100     -1      4  0.01     43   14.82    4.39    0.32  -14.14    2.39  -13.94    0.12    0.39   542.5  -539.1    60.5     6.6  16.60   75875.  9.77   7.56   0.64   7.5   12.09  -35.21  -15.16    8.35   -1.34   -0.12   223
1981  37 13 14  37 13 14 50 50   3   1 100     15      5  0.02     44   14.85    4.43    1.04  -14.13    3.10  -13.82    0.02    0.26   541.0  -538.4    52.8     8.5  14.81   79693.  8.67   7.48   0.58   7.0   12.10  -35.20  -15.17    8.42   -1.29   -0.15   258
1981  37 13 15  37 13 15 50 50   4   1 100     34      4  0.01     41   14.73    4.53    0.74  -14.00    2.79  -13.74    0.04    0.08   543.9  -541.0    54.0    13.3  15.96   69389.  9.44   7.47   0.61   7.4   12.10  -35.20  -15.17    8.34   -1.29   -0.19   295
1981  37 13 17  37 13 17 50 50   4   1   0     61      3  0.01     49   14.65    4.58    0.47  -13.91    2.53  -13.69    0.15    0.26   543.3  -540.1    57.7   -13.3  15.89   72600.  9.38   7.44   0.62   7.4   12.11  -35.19  -15.18    8.34   -1.34    0.13   477
1981  37 13 18  37 13 18 50 50   3   1   0     85      6  0.02     35   14.39    4.18    0.09  -13.76    2.14  -13.59    0.10    0.28   543.3  -540.1    57.7   -13.3  15.89   72600.  9.38   7.38   0.64   7.5   12.11  -35.19  -15.18    8.40   -1.34    0.21   546
1981  37 13 21  37 13 21 50 50   5   1   0    115      3  0.01     55   14.99    4.45   -1.09  -14.26    1.07  -14.26    0.27    0.56   541.9  -539.4    50.0   -14.2  12.84   75875.  7.54   7.73   0.49   6.5   12.15  -35.18  -15.19    8.67   -1.27    0.23   643
1981  37 13 22  37 13 22 50 50   6   1   0    103      3  0.01     72   15.50    4.71   -1.18  -14.71    1.05  -14.72    0.18    0.49   541.4  -539.8    37.7   -17.0  11.07   86573.  6.49   7.97   0.41   5.8   12.16  -35.17  -15.20    8.86   -1.14    0.26   624
1981  37 13 23  37 13 23 50 50   5   1   0     94      7  0.02     69   15.52    5.02   -0.31  -14.64    1.91  -14.52    0.14    0.67   542.6  -540.1    51.1    -8.5  11.67   79693.  6.87   7.88   0.42   6.0   12.17  -35.16  -15.21    8.82   -1.24    0.19   638
1981  37 13 24  37 13 24 50 50   9   3   0     51     15  0.04    103   15.78    4.43   -1.73  -15.01    0.57  -15.10    0.08    0.77   544.5  -541.5    53.5   -16.0  10.21   76368.  6.05   8.22   0.35   5.5   12.18  -35.16  -15.21    8.89   -1.34    0.22   677
1981  37 13 25  37 13 25 50 50   6   2   0     11      7  0.02     99   16.03    4.70   -0.81  -15.28    1.53  -15.22    0.09    0.71   544.2  -542.4    40.3   -16.1   9.31   74208.  5.51   8.28   0.31   5.2   12.20  -35.15  -15.22    9.10   -1.19    0.26   694
1981  37 13 26  37 13 26 50 50   5   1   0      0      1  0.00     71   16.39    4.45   -1.95  -15.63    0.47  -15.74    0.08    0.61   544.2  -542.6    37.0   -19.0   8.81   71676.  5.22   8.57   0.27   4.9   12.20  -35.15  -15.22    9.28   -1.14    0.45   738
1981  37 13 27  37 13 27 50 50   5   1   0     -2      1  0.00     61   16.45    3.67   -2.97  -15.75   -0.52  -16.02    0.02    0.14   542.2  -539.4    35.8   -41.6   7.43   79693.  4.37   8.69   0.24   4.5   12.21  -35.14  -15.23    9.42   -1.15    0.65   757
1981  37 13 28  37 13 28 50 50   5   2   0     -4      2  0.01     61   16.28    3.99   -1.75  -15.67    0.69  -15.75    0.11    0.40   541.9  -539.2    37.7   -38.3   8.52   76493.  5.00   8.53   0.27   4.9   12.21  -35.14  -15.23    8.99   -1.16    0.58   777
1981  37 13 29  37 13 29 50 50   5   1   0      1      1  0.00     55   16.07    3.52   -2.44  -15.48   -0.02  -15.67    0.18    0.53   541.1  -538.6    43.3   -28.3  11.74   66688.  6.87   8.48   0.37   5.8   12.22  -35.13  -15.24    8.66   -1.16    0.52   826
1981  37 13 31  37 13 31 50 50   5   1   0      9      4  0.01     49   16.01    4.48    0.82  -15.32    3.20  -15.01    0.04    0.73   542.3  -539.0    40.5   -44.4  12.26   66243.  7.21   8.14   0.39   5.9   12.24  -35.13  -15.24    8.61   -1.16    0.53   933
1981  37 13 32  37 13 32 50 50   4   1   0     16      9  0.02     53   16.03    4.71    1.53  -15.23    3.89  -14.80    0.02    0.56   540.6  -538.3    46.2   -17.9  12.55   68937.  7.34   8.00   0.40   6.0   12.25  -35.12  -15.25    8.60   -1.23    0.29  1037
1981  37 13 33  37 13 33 50 50   5   1   0     20      2  0.01     56   15.98    4.20    2.34  -15.23    4.70  -14.67    0.01    0.44   540.0  -537.4    49.9   -17.9  12.84   67136.  7.49   7.92   0.41   6.1   12.26  -35.11  -15.26    8.55   -1.28    0.28  1133
1981  37 13 36  37 13 36 50 50   3   1   0      0      4  0.01     75   15.74    4.46    5.08  -14.20    7.27  -13.21    0.03    0.31   541.7  -538.2    60.4   -12.3  14.95   70758.  8.77   7.16   0.50   6.7   12.28  -35.10  -15.27    8.38   -1.41    0.16  1142
1981  37 13 37  37 13 37 50 50   3   1   0     29      8  0.02     30   15.54    3.84    4.22  -14.40    6.46  -13.55    0.10    0.69   542.5  -538.4    66.1     5.7  18.73   75875. 11.02   7.35   0.66   7.6   12.29  -35.10  -15.27    8.16   -1.42    0.01  1151
1981  37 13 38  37 13 38 50 50   5   2   0     44      8  0.02     45   15.35    3.95    5.07  -13.89    7.22  -12.90    0.03    0.81   543.2  -539.4    62.8    -3.8  18.98   77403. 11.20   7.01   0.69   7.7   12.29  -35.10  -15.27    8.08   -1.37    0.10  1116
1981  37 13 39  37 13 39 50 50   4   1   0     35      0  0.00     69   15.39    4.32    4.71  -13.91    6.88  -12.98    0.01    1.20   544.3  -540.9    57.8   -18.0  19.36   79693. 11.47   7.07   0.71   7.8   12.30  -35.09  -15.28    8.07   -1.31    0.28  1088
1981  37 13 44  37 13 44 50 50   7   1   0      9     11  0.03     76   15.91    4.29    8.67  -12.60   10.61  -11.02    0.09    0.54   543.8  -540.2    57.7   -23.7  16.46   70300.  9.74   5.99   0.54   6.9   12.35  -35.07  -15.30    8.45   -1.37    0.36  1174
1981  37 13 46  37 13 46 50 50   7   2   0    -15     12  0.03     68   15.84    3.77    9.60  -11.99   11.44  -10.25    0.04    0.76   543.0  -539.3    61.2   -17.1  16.81   73896.  9.91   5.57   0.56   7.0   12.36  -35.06  -15.32    8.50   -1.37    0.27  1201
1981  37 13 47  37 13 47 50 50   5   1   0    -40      5  0.01     85   15.74    3.66   10.70  -10.93   12.36   -9.02    0.03    0.43   546.3  -544.2    44.7   -16.2  17.10   65799. 10.21   4.93   0.56   7.2   12.38  -35.05  -15.32    8.65   -1.23    0.25  1207
1981  37 13 49  37 13 49 50 50  10   1   0    -50     23  0.05     93   15.62    2.91   11.51   -9.88   12.99   -7.83    0.08    1.97   548.6  -544.9    62.1   -13.4  14.88   57189.  8.96   4.30   0.47   6.8   12.40  -35.04  -15.33    8.88   -1.46    0.23  1337
1981  37 13 50  37 13 50 50 50  10   3   0   -138     39  0.08    148   15.38    2.39   12.45   -8.66   13.72   -6.46    0.17    0.69   551.7  -547.8    62.4   -14.2  15.71   58514.  9.56   3.56   0.52   7.1   12.42  -35.03  -15.34    9.02   -1.55    0.09  1351
1981  37 13 51  37 13 51 50 50  14   4   0   -208     65  0.12    130   15.26    2.61   12.51   -8.32   13.73   -6.11    0.07    0.42   545.7  -541.6    65.7    -7.3  14.50   70610.  8.64   3.33   0.52   6.8   12.44  -35.02  -15.35    9.17   -1.60    0.15  1359
1981  37 13 52  37 13 52 50 50  11   1   0   -260    111  0.19    111   14.93    2.54   12.56   -7.35   13.62   -5.14    0.22    1.51   542.4  -538.6    64.2     5.7  14.08   68937.  8.28   2.79   0.52   6.8   12.45  -35.01  -15.36    9.44   -1.49    0.19  1388
1981  37 13 53  37 13 53 50 50   5   1   0   -324      2  0.01    124   15.05    5.88    8.09  -11.20    9.86   -9.68    0.10    0.61   527.9  -525.6    38.6   -30.4  12.40  105945.  6.91   5.11   0.53   6.2   12.47  -35.00  -15.37    9.21   -1.21    0.49  1365
1981  37 13 54  37 13 54 50 50   3   1  33   -326      9  0.01     61   14.83    5.51    8.75  -10.62   10.42   -8.99    0.36    0.42   531.8  -529.8    40.8   -22.3  12.48   92668.  7.06   4.78   0.52   6.3   12.48  -35.00  -15.37    9.25   -1.22    0.42  1456
1981  37 13 55  37 13 55 50 50   2   1 100   -279     11  0.01     13   14.32    5.99    7.61  -10.50    9.28   -9.06    0.04    0.47   531.8  -529.8    40.8   -22.3  12.48   92668.  7.06   4.82   0.56   6.6   12.48  -35.00  -15.37    9.00   -1.16    0.39  1551
1981  37 13 57  37 13 57 50 50   2   1 100   -208     11  0.01     22   14.02    6.98    5.99  -10.58    7.71   -9.40    0.05    0.11   536.0  -534.3    34.6   -25.2  18.30   73996. 10.52   5.04   0.78   8.2   12.49  -35.00  -15.37    8.62   -1.05    0.41  1468
1981  37 13 59  37 13 59 50 50   2   1 100   -138      9  0.01     27   13.99    7.13    6.28  -10.26    7.95   -9.03    0.06    0.15   537.3  -535.4    35.6   -27.2  19.29   76821. 11.14   4.85   0.84   8.4   12.50  -34.99  -15.38    8.56   -1.04    0.43  1624
1981  37 14  0  37 14  0 50 50   2   1 100   -102      9  0.02     24   13.90    6.31    7.53   -9.82    9.11   -8.37    0.05    0.19   537.3  -535.4    35.6   -27.2  19.29   76821. 11.14   4.50   0.85   8.5   12.50  -34.99  -15.38    8.61   -1.05    0.44  1511
1981  37 14  5  37 14  5 50 50   2   1 100     52      8  0.01     28   14.03    5.65    8.12   -9.93    9.74   -8.35    0.00    0.07   528.8  -527.2    30.4   -26.8  19.29   76347. 10.79   4.42   0.83   8.3   12.52  -34.98  -15.39    8.65   -1.00    0.44  1573
1981  37 14  6  37 14  6 50 50   3   1 100     81      7  0.02     30   13.96    5.71    8.49   -9.49   10.03   -7.84    0.03    0.08   528.8  -527.2    30.4   -26.8  19.29   76347. 10.79   4.15   0.84   8.3   12.52  -34.98  -15.39    8.70   -0.98    0.53  1487
1981  37 14  7  37 14  7 50 50   5   1  40     85     24  0.05     55   13.83    6.42    9.00   -8.22   10.31   -6.50    0.10    1.00   531.0  -527.9    25.8   -50.9  19.08   76347. 10.76   3.45   0.85   8.4   12.53  -34.97  -15.40    8.91   -0.93    0.79  1382
1981  37 14  8  37 14  8 50 50   2   1   0    127      4  0.01     18   13.91    6.74    9.17   -7.87   10.42   -6.11    0.13    0.24   531.0  -527.9    25.8   -50.9  19.08   76347. 10.76   3.24   0.84   8.3   12.53  -34.97  -15.40    8.93   -0.93    0.84  1386
1981  37 14  9  37 14  9 50 50   5   1   0    135     21  0.05     51   14.22    6.67    9.36   -8.38   10.70   -6.58    0.04    0.17   533.1  -530.6    22.2   -46.5  15.96   74463.  9.07   3.51   0.67   7.5   12.54  -34.97  -15.40    9.12   -0.89    0.62  1363
1981  37 14 10  37 14 10 50 50   6   2   0    134      8  0.02     60   13.99    6.41    9.86   -7.56   11.05   -5.67    0.11    0.50   533.4  -532.5    22.4   -22.3  16.01   76420.  9.11   3.02   0.70   7.6   12.55  -34.97  -15.40    9.18   -0.91    0.39  1442
1981  37 14 11  37 14 11 50 50   4   1   0    123      7  0.02     71   13.73    6.45   10.13   -6.64   11.16   -4.71    0.12    0.44   530.7  -529.7    23.1   -22.2  17.17   81633.  9.67   2.50   0.80   8.0   12.56  -34.96  -15.41    9.17   -0.96    0.39  1370
1981  37 14 12  37 14 12 50 50   4   1   0    128      0  0.00     54   13.45    5.87   10.90   -5.23   11.66   -3.18    0.04    0.47   529.7  -528.3    30.5   -23.1  19.15   91127. 10.75   1.68   0.97   8.6   12.56  -34.96  -15.41    9.21   -1.00    0.46  1317
1981  37 14 13  37 14 13 50 50   5   1   0    132      1  0.01     56   13.13    5.69   11.20   -3.71   11.69   -1.62    0.19    0.66   530.7  -528.6    10.1   -46.3  20.83   85575. 11.73   0.86   1.08   9.2   12.57  -34.95  -15.42    9.28   -0.77    0.76  1444
1981  37 14 14  37 14 14 50 50   4   1   0    136      5  0.01     56   12.94    5.47   11.43   -2.56   11.70   -0.44    0.04    0.26   529.9  -527.3    26.7   -45.3  20.55   84087. 11.54   0.23   1.08   9.3   12.58  -34.95  -15.42    9.40   -0.89    0.81  1483
1981  37 14 15  37 14 15 50 50   6   2   0    133     14  0.03     62   12.14    4.55   11.13   -0.68   11.07    1.36    0.36    0.86   517.7  -514.2    28.6   -53.9  22.91  106947. 12.28  -0.70   1.52  10.2   12.59  -34.94  -15.42    9.54   -1.06    0.93  1680
1981  37 14 23  37 14 23 50 50   4   2   0    233     10  0.02     -4   15.26    7.43   10.15   -8.58   11.58   -6.52    0.04    0.70   538.1  -537.2    27.2   -14.1  10.33   76370.  5.98   3.51   0.38   5.7   12.63  -34.92  -15.45    9.91   -1.05    0.33  1652
1981  37 14 24  37 14 24 50 50   5   1   0    210     13  0.03     83   15.40    7.88    9.46   -9.25   11.03   -7.30    0.05    0.21   538.4  -537.2    27.2   -23.5   9.80   84582.  5.68   3.93   0.37   5.5   12.64  -34.91  -15.45    9.99   -1.04    0.44  1453
1981  37 14 25  37 14 25 50 50   2   1   0    239      4  0.01     30   15.34    7.43   10.07   -8.86   11.56   -6.80    0.07    0.29   539.9  -538.8    25.4   -23.6   8.74   84582.  5.10   3.67   0.33   5.2   12.65  -34.90  -15.46   10.04   -0.99    0.43  1266
1981  37 14 28  37 14 28 50 50   3   1   0    280      1  0.01     39   14.17    7.32   10.72   -5.66   11.60   -3.51    0.51    0.69   537.4  -537.0    10.3   -18.8  12.40   82611.  7.16   1.89   0.54   6.7   12.66  -34.90  -15.47    9.64   -0.89    0.36  1473
1981  37 14 29  37 14 29 50 50   4   1   0    282     11  0.03     58   14.01    7.28   10.61   -5.53   11.47   -3.39    0.63    0.76   529.9  -528.2    36.0   -22.2  18.52  113155. 10.40   1.80   0.95   8.1   12.67  -34.89  -15.47    9.38   -1.09    0.39  1530
1981  37 14 31  37 14 31 50 50   9   2   0    234     60  0.14    127   15.17    8.28   11.69   -4.87   12.41   -2.52    0.45    1.17   536.5  -534.4    25.3   -38.5  13.49   88836.  7.77   1.35   0.53   6.5   12.70  -34.87  -15.49    9.85   -1.01    0.68  1436
1981  37 14 34  37 14 34 50 50   7   1   0    155     38  0.13    141   13.48    7.57   10.75   -2.65   11.06   -0.50    0.25    1.34   537.8  -535.6    23.4   -43.1  15.89  122896.  9.19   0.27   0.91   8.0   12.75  -34.85  -15.51    9.82   -1.01    0.82  1426
1981  37 14 37  37 14 37 50 50   5   1   0    190      1  0.00     50   14.00    6.47    6.75  -10.37    8.66   -8.84    0.09    0.70   538.4  -535.7    25.3   -47.9  16.96  109802.  9.83   4.76   0.86   7.9   12.75  -34.85  -15.51    8.75   -0.91    0.75  1298
1981  37 14 38  37 14 38 50 50   4   1   0    192      0  0.01     58   14.41    7.13    8.30   -9.33    9.98   -7.50    0.46    0.97   535.1  -533.0    27.9   -38.3  16.67  128790.  9.55   4.01   0.86   7.6   12.76  -34.84  -15.52    8.95   -0.99    0.63  1264
1981  37 14 41  37 14 41 50 50   6   1   0    148      5  0.04     78   14.52   -2.54    4.45   13.45    1.67   14.07    0.09    1.68   535.1  -532.1    55.9    -9.3  10.10  162685.  5.78  -7.53   0.58   5.9   12.80  -34.83  -15.53   11.13   -1.69    0.20  1330
1981  37 14 42  37 14 42 50 50   5   1   0    136      3  0.01     72   14.55   -4.00    0.41   13.96   -2.40   13.76    0.06    0.63   536.6  -536.0    25.3     1.9  10.92  127602.  6.29  -7.38   0.55   6.1   12.80  -34.82  -15.54   11.14   -1.23    0.12  1374
1981  37 14 43  37 14 43 50 50   1   1   0    128      0  0.00     67   14.67   -3.52    1.61   14.14   -1.27   14.17    0.00    0.00   531.9  -529.5    32.4   -38.0  10.33  130582.  5.85  -7.54   0.52   5.8   12.81  -34.81  -15.54   11.23   -1.31    0.71  1191
